VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SCALE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_CLAW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	RESIST_BLEEDING	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE	SKILL_RANGE
2596	M2SF	S_KNIGHT	MONSTER	MELEE	89	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	zombie_king	0	140	115	130	80	200	371	43770	10	10	30520	45780	65440	103	110	150	100	2000	150	0	0	30	10	0	0	15	10	40	35	40	40	40	40	0	0	0	60	0	10	3.52146e-042	2.0	2513	30	0	0	20	257	25	258	0	0	0	0	0	10	10	10	10	0	0	0
2597	M2SF	KING	MONSTER	MELEE	91	100	AGGR,BERSERK,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	zombie_god	0	150	120	150	90	209	388	114345	20	20	30520	45780	667200	105	110	150	100	2000	250	0	0	50	10	0	0	20	15	40	35	40	40	40	40	35	0	0	60	0	10	3.63637e-042	3.0	2595	30	0	0	10	257	20	259	0	0	0	0	0	15	15	15	15	0	0	0
2598	M2SF	KING	MONSTER	MELEE	91	100	AGGR,BERSERK,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	zombie_bigboss2	0	150	120	150	90	209	388	924600	20	10	184	276	667200	105	110	150	100	2000	450	0	0	50	10	0	0	25	20	40	35	40	40	40	40	35	0	0	60	0	10	3.63777e-042	3.0	2596	5	0	0	10	257	20	259	0	0	0	0	0	0	15	15	15	15	0	0
3001	M2SF	PAWN	MONSTER	MELEE	95	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	gnoll_soldier	0	119	89	59	29	180	220	7084	3	2	371	556	2514	95	110	110	100	2000	100	0	0	0	0	0	0	0	10	20	-5	0	0	0	20	0	0	0	0	0	0	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
3002	M2SF	S_PAWN	MONSTER	RANGE	96	100	AGGR,REVIVE	0	0	SLOW,CURSE,TERROR	0	gnoll_bow	0	120	90	60	30	182	222	14388	3	2	374	561	6098	115	110	110	100	2000	850	0	0	0	0	5	0	0	12	3	-25	5	-20	-20	20	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3003	M2SF	S_PAWN	MONSTER	MELEE	97	100	AGGR,STONESKIN	0	0	SLOW,CURSE,TERROR	0	gnoll_soldier2	0	91	121	60	30	183	224	14605	5	5	566	849	6160	116	110	110	100	2000	100	0	0	0	0	3	0	3	15	3	-5	10	10	10	20	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3004	M2SF	KNIGHT	MONSTER	MAGIC	98	100	AGGR,BERSERK	0	0	SLOW,CURSE,TERROR	0	gnoll_magic	0	122	92	61	30	164	247	37064	5	7	761	1142	18672	137	110	110	100	2000	850	0	0	0	0	0	10	10	16	3	-25	0	0	0	20	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3005	M2SF	S_KNIGHT	MONSTER	MELEE	99	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	gnoll_general	0	93	124	62	31	166	249	75218	5	10	984	1476	45066	168	110	110	100	2000	100	0	0	0	0	5	0	5	15	5	-5	-25	0	0	20	0	0	0	0	0	0	0	1.0	0	20	0	0	20	256	0	0	0	0	0	0	0	20	20	0	30	40	0	0
3090	M2SF	BOSS	MONSTER	MELEE	103	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	gnoll_boss	0	128	96	64	32	150	280	318384	10	10	1800	2700	225968	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	20	35	40	40	40	40	35	0	0	0	0	0	4.2095e-042	2.0	0	25	0	0	20	257	25	258	0	0	0	0	0	20	20	0	30	40	0	0
3091	M2SF	KING	MONSTER	MELEE	105	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	gnoll_boss2	0	131	65	131	32	153	285	981420	30	15	188	283	829410	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	20	35	40	40	40	40	35	0	0	0	0	0	4.2109e-042	2.0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
3101	M2SF	PAWN	MONSTER	MELEE	98	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	cyclops_soldier	0	122	92	61	30	185	226	7412	3	2	380	571	2592	98	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	0	0	2.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
3102	M2SF	S_PAWN	MONSTER	MELEE	99	100	AGGR,REVIVE	0	0	SLOW,CURSE,TERROR	0	cyclops_soldier2	0	124	93	62	31	187	228	15043	3	2	384	576	6286	118	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3103	M2SF	S_PAWN	MONSTER	MAGIC	100	100	AGGR,STONESKIN	0	0	SLOW,CURSE,TERROR	0	cyclops_magic	0	62	93	125	31	189	231	15263	5	5	580	871	6350	120	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3104	M2SF	KNIGHT	MONSTER	MELEE	101	100	AGGR,BERSERK	0	0	SLOW,CURSE,TERROR	0	cyclops_officer	0	63	126	63	31	169	254	38703	5	7	780	1171	19244	141	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3105	M2SF	S_KNIGHT	MONSTER	MELEE	102	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	cyclops_general	0	127	63	127	31	171	256	78507	5	10	992	1488	46428	173	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	0	0	2.0	0	20	0	0	20	256	0	0	0	0	0	0	0	20	20	0	30	40	0	0
3190	M2SF	BOSS	MONSTER	MELEE	104	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	cyclops_boss	0	130	65	130	32	152	282	322784	10	10	1814	2721	228154	208	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	35	0	0	0	0	0	4.34963e-042	2.0	0	25	0	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40	0
3191	M2SF	KING	MONSTER	MELEE	106	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	cyclops_boss2	0	132	66	132	33	154	287	994620	30	15	185	278	837290	254	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	0	4.35103e-042	2.0	0	5	0	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40	0
3201	M2SF	PAWN	MONSTER	MELEE	96	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	manticore_soldier	0	120	90	60	30	182	222	7194	3	2	374	561	2540	96	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	0	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
3202	M2SF	S_PAWN	MONSTER	MELEE	97	100	AGGR,REVIVE	0	0	SLOW,CURSE,TERROR	0	manticore_soldier2	0	121	91	60	30	183	224	14605	3	2	377	566	6160	116	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3203	M2SF	S_PAWN	MONSTER	MAGIC	98	100	AGGR,STONESKIN	0	0	SLOW,CURSE,TERROR	0	manticore_magic	0	92	122	61	30	185	226	14825	5	5	571	856	6222	117	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3204	M2SF	KNIGHT	MONSTER	MELEE	99	100	AGGR,BERSERK	0	0	SLOW,CURSE,TERROR	0	manticore_officer	0	124	62	124	31	166	249	37609	5	7	774	1161	18864	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3205	M2SF	S_KNIGHT	MONSTER	MELEE	101	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	manticore_general	0	126	94	63	31	169	254	77407	5	10	984	1476	45974	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	0	0	1.0	0	20	0	0	20	256	0	0	0	0	0	0	0	20	20	0	30	40	0	0
3290	M2SF	BOSS	MONSTER	MELEE	103	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	manticore_boss	0	96	128	64	32	150	280	318384	10	10	1800	2700	225968	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	35	0	0	0	0	0	4.48976e-042	1.0	0	25	0	0	20	257	25	258	0	0	0	0	0	20	20	0	30	40	0	0
3291	M2SF	KING	MONSTER	MELEE	105	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	manticore_boss2	0	131	65	131	32	153	285	981420	30	15	187	280	829410	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	0	4.49116e-042	1.0	0	5	0	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40	0
3301	M2SF	PAWN	MONSTER	MELEE	97	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	lemures_soldier	0	121	91	60	30	183	224	7302	3	2	377	566	2566	97	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	0	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
3302	M2SF	S_PAWN	MONSTER	MELEE	98	100	AGGR,REVIVE	0	0	SLOW,CURSE,TERROR	0	lemures_soldier2	0	122	92	61	30	185	226	14825	3	2	380	571	6222	117	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3303	M2SF	S_PAWN	MONSTER	MAGIC	99	100	AGGR,STONESKIN	0	0	SLOW,CURSE,TERROR	0	lemures_magic	0	93	124	62	31	187	228	15043	5	5	576	864	6286	118	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3304	M2SF	KNIGHT	MONSTER	MELEE	100	100	AGGR,BERSERK	0	0	SLOW,CURSE,TERROR	0	lemures_officer	0	125	62	125	31	168	252	38159	5	7	774	1161	19054	140	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3305	M2SF	S_KNIGHT	MONSTER	MELEE	101	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	lemures_general	0	126	63	126	31	169	254	77407	5	10	984	1476	45974	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	0	0	2.0	0	20	0	0	20	256	0	0	0	0	0	0	0	20	20	0	30	40	0	0
3390	M2SF	BOSS	MONSTER	MELEE	103	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	lemures_boss	0	128	64	128	32	150	280	318384	10	10	1800	2700	225968	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	35	0	0	0	0	0	4.62989e-042	2.0	0	25	0	0	20	257	25	258	0	0	0	0	0	20	20	0	30	40	0	0
3391	M2SF	KING	MONSTER	MELEE	105	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	lemures_boss2	0	131	65	131	32	153	285	981420	30	15	185	278	829410	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	0	4.63129e-042	2.0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
3401	M2SF	PAWN	MONSTER	MELEE	96	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	triton_soldier	0	120	60	120	30	182	222	7194	3	2	374	561	2540	96	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	0	0	2.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
3402	M2SF	S_PAWN	MONSTER	MELEE	97	100	AGGR,REVIVE	0	0	SLOW,CURSE,TERROR	0	triton_soldier2	0	121	60	121	30	183	224	14605	3	2	377	566	6160	116	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3403	M2SF	S_PAWN	MONSTER	MAGIC	98	100	AGGR,STONESKIN	0	0	SLOW,CURSE,TERROR	0	triton_magic	0	61	92	122	30	185	226	14825	5	5	571	856	6222	117	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3404	M2SF	KNIGHT	MONSTER	MELEE	99	100	AGGR,BERSERK	0	0	SLOW,CURSE,TERROR	0	triton_officer	0	124	93	62	31	166	249	37609	5	7	774	1161	18864	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3405	M2SF	S_KNIGHT	MONSTER	MELEE	101	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	triton_general	0	126	94	63	31	169	254	77407	5	10	984	1476	45974	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	0	0	1.0	0	20	0	0	20	256	0	0	0	0	0	0	0	20	20	0	30	40	0	0
3490	M2SF	BOSS	MONSTER	MELEE	103	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	triton_boss	0	128	96	64	32	150	280	318384	10	10	1800	2700	225968	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	35	0	0	0	0	0	4.77002e-042	2.0	0	25	0	0	20	257	25	258	0	0	0	0	0	20	20	0	30	40	0	0
3491	M2SF	KING	MONSTER	RANGE	105	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	triton_boss2	0	98	131	65	32	153	285	981420	30	15	184	276	829410	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	0	4.77142e-042	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
3501	M2SF	PAWN	MONSTER	RANGE	95	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	redthief_bow	0	89	119	59	29	180	220	7084	3	2	371	556	2514	95	110	110	100	2000	850	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	0	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
3502	M2SF	S_PAWN	MONSTER	MELEE	96	100	AGGR,REVIVE	0	0	SLOW,CURSE,TERROR	0	redthief_soldier2	0	120	90	60	30	182	222	14388	3	2	374	561	6098	115	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3503	M2SF	S_PAWN	MONSTER	MAGIC	97	100	AGGR,STONESKIN	0	0	SLOW,CURSE,TERROR	0	redthief_magic	0	91	121	60	30	183	224	14605	5	5	566	849	6160	116	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3504	M2SF	KNIGHT	MONSTER	MELEE	98	100	AGGR,BERSERK	0	0	SLOW,CURSE,TERROR	0	redthief_officer	0	122	92	61	30	164	247	37064	5	7	761	1142	18672	137	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3505	M2SF	S_KNIGHT	MONSTER	MELEE	99	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	redthief_general	0	124	93	62	31	166	249	75218	5	10	187	280	45066	168	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	0	0	1.0	0	5	0	0	20	256	0	0	0	0	0	0	0	10	0	0	0	0	0	0
3551	M2SF	PAWN	MONSTER	RANGE	97	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	redthief2_bow	0	91	121	60	30	183	224	7302	3	2	377	566	2566	97	110	110	100	2000	850	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	0	0	2.0	0	10	0	0	20	257	25	258	0	0	0	0	0	0	10	0	0	0	0	0
3552	M2SF	S_PAWN	MONSTER	MELEE	98	100	AGGR,REVIVE	0	0	SLOW,CURSE,TERROR	0	redthief2_soldier2	0	122	92	61	30	185	226	14825	3	2	380	571	6222	117	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3553	M2SF	S_PAWN	MONSTER	MAGIC	99	100	AGGR,STONESKIN	0	0	SLOW,CURSE,TERROR	0	redthief2_magic	0	93	124	62	31	187	228	15043	5	5	576	864	6286	118	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3554	M2SF	KNIGHT	MONSTER	MELEE	100	100	AGGR,BERSERK	0	0	SLOW,CURSE,TERROR	0	redthief2_officer	0	125	93	62	31	168	252	38159	5	7	774	1161	19054	140	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3555	M2SF	S_KNIGHT	MONSTER	MELEE	101	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	redthief2_general	0	126	94	63	31	169	254	77407	5	10	984	1476	45974	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	0	0	2.0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	20	0	30	40	0	0
3590	M2SF	BOSS	MONSTER	RANGE	103	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	redthief_boss	0	128	64	128	32	150	280	318384	10	10	1800	2700	225968	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	35	0	0	0	0	0	4.91015e-042	2.0	0	25	0	0	0	0	0	0	0	0	0	0	0	20	20	0	30	40	0	0
3591	M2SF	KING	MONSTER	RANGE	105	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	redthief_boss2	0	131	65	131	32	153	285	981420	30	15	1000	1500	829410	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	0	4.91155e-042	1.0	0	25	0	0	0	0	0	0	0	0	0	0	0	20	20	0	30	40	0	0
3595	M2SF	BOSS	MONSTER	RANGE	105	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	redthief2_boss	0	131	65	131	32	153	285	327140	10	10	1828	2743	230344	210	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	0	4.98021e-042	1.0	0	25	0	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40	0
3596	M2SF	KING	MONSTER	RANGE	107	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	redthief2_boss2	0	133	66	133	33	156	290	1007688	30	15	185	278	845170	256	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	0	4.98162e-042	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
3601	M2SF	PAWN	MONSTER	MELEE	96	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	crustacean_soldier	0	120	90	60	30	182	222	7194	3	2	374	561	2540	96	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	0	0	2.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
3602	M2SF	S_PAWN	MONSTER	RANGE	97	100	AGGR,REVIVE	0	0	SLOW,CURSE,TERROR	0	crustacean_bow	0	121	91	60	30	183	224	14605	3	2	377	566	6160	116	110	110	100	2000	850	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3603	M2SF	S_PAWN	MONSTER	MELEE	98	100	AGGR,STONESKIN	0	0	SLOW,CURSE,TERROR	0	crustacean_soldier2	0	122	92	61	30	185	226	14825	5	5	571	856	6222	117	110	110	100	2000	100	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3604	M2SF	KNIGHT	MONSTER	MELEE	99	100	AGGR,BERSERK	0	0	SLOW,CURSE,TERROR	0	crustacean_officer	0	93	124	62	31	166	249	37609	5	7	774	1161	18864	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3605	M2SF	S_KNIGHT	MONSTER	MELEE	101	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	crustacean_general	0	126	63	126	31	169	254	77407	5	10	984	1476	45974	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	0	0	1.0	0	20	0	0	20	256	0	0	0	0	0	0	0	20	20	0	30	40	0	0
3690	M2SF	BOSS	MONSTER	MELEE	103	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	crustacean_boss	0	96	128	64	32	150	280	318384	10	10	1800	2700	225968	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	35	0	0	0	0	0	5.05028e-042	1.0	0	25	0	0	20	257	25	258	0	0	0	0	0	20	20	0	30	40	0	0
3691	M2SF	KING	MONSTER	MELEE	105	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	0	STUN,SLOW,CURSE,TERROR	0	crustacean_boss2	0	65	131	65	32	153	285	981420	30	15	192	288	829410	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	0	5.05168e-042	1.0	0	5	0	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40	0
3701	M2SF	PAWN	MONSTER	MELEE	100	100	AGGR,GODSPEED	0	0	SLOW,CURSE,TERROR	0	giant_soldier	0	125	62	125	31	189	231	7631	3	2	387	580	2646	100	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	0	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
3702	M2SF	S_PAWN	MONSTER	MELEE	101	100	AGGR,REVIVE	0	0	SLOW,CURSE,TERROR	0	giant_soldier2	0	126	63	126	31	190	233	15481	3	2	393	590	6414	121	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3703	M2SF	S_PAWN	MONSTER	MAGIC	103	100	AGGR,STONESKIN	0	0	SLOW,CURSE,TERROR	0	giant_magic	0	64	128	64	32	194	237	15919	5	5	595	892	6540	123	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3704	M2SF	KNIGHT	MONSTER	MELEE	104	100	AGGR,BERSERK	0	0	SLOW,CURSE,TERROR	0	giant_officer	0	130	65	130	32	174	261	40348	5	7	800	1200	19814	145	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	0	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
